"id","activity","variable","value"
26,"WALKING_UPSTAIRS","tGravityAccstdYAverage",-0.937858157818182
27,"LAYING","tGravityAccstdYAverage",-0.993701742972973
27,"SITTING","tGravityAccstdYAverage",-0.982553336571429
27,"STANDING","tGravityAccstdYAverage",-0.97964105225
27,"WALKING","tGravityAccstdYAverage",-0.973792999824561
27,"WALKING_DOWNSTAIRS","tGravityAccstdYAverage",-0.934963993181818
27,"WALKING_UPSTAIRS","tGravityAccstdYAverage",-0.947713378627451
28,"LAYING","tGravityAccstdYAverage",-0.9697590285
28,"SITTING","tGravityAccstdYAverage",-0.971766352361111
28,"STANDING","tGravityAccstdYAverage",-0.962801441898734
28,"WALKING","tGravityAccstdYAverage",-0.968780859814815
28,"WALKING_DOWNSTAIRS","tGravityAccstdYAverage",-0.948404212173913
28,"WALKING_UPSTAIRS","tGravityAccstdYAverage",-0.927641087843137
29,"LAYING","tGravityAccstdYAverage",-0.99424764884058
29,"SITTING","tGravityAccstdYAverage",-0.973604289833333
29,"STANDING","tGravityAccstdYAverage",-0.985134032307692
29,"WALKING","tGravityAccstdYAverage",-0.975272848113208
29,"WALKING_DOWNSTAIRS","tGravityAccstdYAverage",-0.91390306375
29,"WALKING_UPSTAIRS","tGravityAccstdYAverage",-0.923007798367347
30,"LAYING","tGravityAccstdYAverage",-0.988930714857143
30,"SITTING","tGravityAccstdYAverage",-0.959361306774194
30,"STANDING","tGravityAccstdYAverage",-0.95814576338983
30,"WALKING","tGravityAccstdYAverage",-0.970176562153846
30,"WALKING_DOWNSTAIRS","tGravityAccstdYAverage",-0.918678752419355
30,"WALKING_UPSTAIRS","tGravityAccstdYAverage",-0.914933936
1,"LAYING","tGravityAccstdZAverage",-0.85236629022
1,"SITTING","tGravityAccstdZAverage",-0.949040933191489
1,"STANDING","tGravityAccstdZAverage",-0.976324063584906
1,"WALKING","tGravityAccstdZAverage",-0.947717226105263
1,"WALKING_DOWNSTAIRS","tGravityAccstdZAverage",-0.895939695102041
1,"WALKING_UPSTAIRS","tGravityAccstdZAverage",-0.912379410377358
2,"LAYING","tGravityAccstdZAverage",-0.984230418125
2,"SITTING","tGravityAccstdZAverage",-0.954415873043478
2,"STANDING","tGravityAccstdZAverage",-0.945927078703704
2,"WALKING","tGravityAccstdZAverage",-0.972072847627119
2,"WALKING_DOWNSTAIRS","tGravityAccstdZAverage",-0.931438313191489
2,"WALKING_UPSTAIRS","tGravityAccstdZAverage",-0.878004056875
3,"LAYING","tGravityAccstdZAverage",-0.964807543870968
3,"SITTING","tGravityAccstdZAverage",-0.897736318269231
3,"STANDING","tGravityAccstdZAverage",-0.928161577377049
3,"WALKING","tGravityAccstdZAverage",-0.952091795
3,"WALKING_DOWNSTAIRS","tGravityAccstdZAverage",-0.899943947755102
3,"WALKING_UPSTAIRS","tGravityAccstdZAverage",-0.909469675084746
4,"LAYING","tGravityAccstdZAverage",-0.976176608888889
4,"SITTING","tGravityAccstdZAverage",-0.9509492546
4,"STANDING","tGravityAccstdZAverage",-0.899404775267857
4,"WALKING","tGravityAccstdZAverage",-0.962968112
4,"WALKING_DOWNSTAIRS","tGravityAccstdZAverage",-0.937753794444444
4,"WALKING_UPSTAIRS","tGravityAccstdZAverage",-0.919619453269231
5,"LAYING","tGravityAccstdZAverage",-0.977076645
5,"SITTING","tGravityAccstdZAverage",-0.945008999545455
5,"STANDING","tGravityAccstdZAverage",-0.914608495714286
5,"WALKING","tGravityAccstdZAverage",-0.964580803928571
5,"WALKING_DOWNSTAIRS","tGravityAccstdZAverage",-0.927192732978723
5,"WALKING_UPSTAIRS","tGravityAccstdZAverage",-0.92141958
6,"LAYING","tGravityAccstdZAverage",-0.928130738421053
6,"SITTING","tGravityAccstdZAverage",-0.955475832363636
6,"STANDING","tGravityAccstdZAverage",-0.942795062280702
6,"WALKING","tGravityAccstdZAverage",-0.957205025789474
6,"WALKING_DOWNSTAIRS","tGravityAccstdZAverage",-0.934378766458333
6,"WALKING_UPSTAIRS","tGravityAccstdZAverage",-0.906196352156863
7,"LAYING","tGravityAccstdZAverage",-0.961908984423077
7,"SITTING","tGravityAccstdZAverage",-0.868602535416667
7,"STANDING","tGravityAccstdZAverage",-0.939161014716981
7,"WALKING","tGravityAccstdZAverage",-0.952159770526316
7,"WALKING_DOWNSTAIRS","tGravityAccstdZAverage",-0.92875646893617
7,"WALKING_UPSTAIRS","tGravityAccstdZAverage",-0.881675909607843
8,"LAYING","tGravityAccstdZAverage",-0.94183626337037
8,"SITTING","tGravityAccstdZAverage",-0.935475331521739
8,"STANDING","tGravityAccstdZAverage",-0.918293913703704
8,"WALKING","tGravityAccstdZAverage",-0.956640104791667
8,"WALKING_DOWNSTAIRS","tGravityAccstdZAverage",-0.897190012631579
8,"WALKING_UPSTAIRS","tGravityAccstdZAverage",-0.876168930487805
9,"LAYING","tGravityAccstdZAverage",-0.9712046902
9,"SITTING","tGravityAccstdZAverage",-0.88585411242
9,"STANDING","tGravityAccstdZAverage",-0.932245295111111
9,"WALKING","tGravityAccstdZAverage",-0.955523995576923
9,"WALKING_DOWNSTAIRS","tGravityAccstdZAverage",-0.876641297380952
9,"WALKING_UPSTAIRS","tGravityAccstdZAverage",-0.89407107877551
10,"LAYING","tGravityAccstdZAverage",-0.963045642431035
10,"SITTING","tGravityAccstdZAverage",-0.966898520555556
10,"STANDING","tGravityAccstdZAverage",-0.959579657727273
10,"WALKING","tGravityAccstdZAverage",-0.957862728301887
10,"WALKING_DOWNSTAIRS","tGravityAccstdZAverage",-0.902085224736842
10,"WALKING_UPSTAIRS","tGravityAccstdZAverage",-0.864745838297872
11,"LAYING","tGravityAccstdZAverage",-0.984192606315789
11,"SITTING","tGravityAccstdZAverage",-0.971661610754717
11,"STANDING","tGravityAccstdZAverage",-0.989433253617021
11,"WALKING","tGravityAccstdZAverage",-0.960852684067797
11,"WALKING_DOWNSTAIRS","tGravityAccstdZAverage",-0.925814906086956
11,"WALKING_UPSTAIRS","tGravityAccstdZAverage",-0.906933171111111
12,"LAYING","tGravityAccstdZAverage",-0.9596439555
12,"SITTING","tGravityAccstdZAverage",-0.956208629607843
12,"STANDING","tGravityAccstdZAverage",-0.939534099016393
12,"WALKING","tGravityAccstdZAverage",-0.9502762272
12,"WALKING_DOWNSTAIRS","tGravityAccstdZAverage",-0.935399348043478
12,"WALKING_UPSTAIRS","tGravityAccstdZAverage",-0.938071183269231
13,"LAYING","tGravityAccstdZAverage",-0.959892863709677
13,"SITTING","tGravityAccstdZAverage",-0.930979556938776
13,"STANDING","tGravityAccstdZAverage",-0.976827157368421
13,"WALKING","tGravityAccstdZAverage",-0.948637587719298
13,"WALKING_DOWNSTAIRS","tGravityAccstdZAverage",-0.893962984042553
13,"WALKING_UPSTAIRS","tGravityAccstdZAverage",-0.910271096181818
14,"LAYING","tGravityAccstdZAverage",-0.90130385627451
14,"SITTING","tGravityAccstdZAverage",-0.938415738148148
14,"STANDING","tGravityAccstdZAverage",-0.940757718
14,"WALKING","tGravityAccstdZAverage",-0.947516969830508
14,"WALKING_DOWNSTAIRS","tGravityAccstdZAverage",-0.879565316666667
14,"WALKING_UPSTAIRS","tGravityAccstdZAverage",-0.875450819074074
15,"LAYING","tGravityAccstdZAverage",-0.950710357083333
15,"SITTING","tGravityAccstdZAverage",-0.952973658983051
15,"STANDING","tGravityAccstdZAverage",-0.958810153207547
15,"WALKING","tGravityAccstdZAverage",-0.95805876537037
15,"WALKING_DOWNSTAIRS","tGravityAccstdZAverage",-0.93400831
15,"WALKING_UPSTAIRS","tGravityAccstdZAverage",-0.92161847875
16,"LAYING","tGravityAccstdZAverage",-0.967886002
16,"SITTING","tGravityAccstdZAverage",-0.945813561478261
16,"STANDING","tGravityAccstdZAverage",-0.959562830769231
16,"WALKING","tGravityAccstdZAverage",-0.961387254313726
16,"WALKING_DOWNSTAIRS","tGravityAccstdZAverage",-0.910588943191489
16,"WALKING_UPSTAIRS","tGravityAccstdZAverage",-0.907649558823529
17,"LAYING","tGravityAccstdZAverage",-0.957164565211268
17,"SITTING","tGravityAccstdZAverage",-0.9566106440625
17,"STANDING","tGravityAccstdZAverage",-0.969171762179487
17,"WALKING","tGravityAccstdZAverage",-0.956903248196721
17,"WALKING_DOWNSTAIRS","tGravityAccstdZAverage",-0.901097766521739
17,"WALKING_UPSTAIRS","tGravityAccstdZAverage",-0.930159843541667
18,"LAYING","tGravityAccstdZAverage",-0.990957249538462
18,"SITTING","tGravityAccstdZAverage",-0.978340183157895
18,"STANDING","tGravityAccstdZAverage",-0.976044291369863
18,"WALKING","tGravityAccstdZAverage",-0.97248384875
18,"WALKING_DOWNSTAIRS","tGravityAccstdZAverage",-0.921661749636364
18,"WALKING_UPSTAIRS","tGravityAccstdZAverage",-0.907839723965517
19,"LAYING","tGravityAccstdZAverage",-0.988819031566265
19,"SITTING","tGravityAccstdZAverage",-0.960394960821918
19,"STANDING","tGravityAccstdZAverage",-0.958862043972603
19,"WALKING","tGravityAccstdZAverage",-0.929187930961539
19,"WALKING_DOWNSTAIRS","tGravityAccstdZAverage",-0.899363131794872
19,"WALKING_UPSTAIRS","tGravityAccstdZAverage",-0.83693567475
20,"LAYING","tGravityAccstdZAverage",-0.9765185525
20,"SITTING","tGravityAccstdZAverage",-0.935854966151515
20,"STANDING","tGravityAccstdZAverage",-0.942437325616438
20,"WALKING","tGravityAccstdZAverage",-0.953850439607843
20,"WALKING_DOWNSTAIRS","tGravityAccstdZAverage",-0.919693532888889
20,"WALKING_UPSTAIRS","tGravityAccstdZAverage",-0.904064093529412
21,"LAYING","tGravityAccstdZAverage",-0.952416332444444
21,"SITTING","tGravityAccstdZAverage",-0.965426493882353
21,"STANDING","tGravityAccstdZAverage",-0.958590002247191
21,"WALKING","tGravityAccstdZAverage",-0.974939388076923
21,"WALKING_DOWNSTAIRS","tGravityAccstdZAverage",-0.916324556888889
21,"WALKING_UPSTAIRS","tGravityAccstdZAverage",-0.932716253829787
22,"LAYING","tGravityAccstdZAverage",-0.952435389166667
22,"SITTING","tGravityAccstdZAverage",-0.927950649854839
22,"STANDING","tGravityAccstdZAverage",-0.958890201587302
22,"WALKING","tGravityAccstdZAverage",-0.955147847391304
22,"WALKING_DOWNSTAIRS","tGravityAccstdZAverage",-0.906594023333333
22,"WALKING_UPSTAIRS","tGravityAccstdZAverage",-0.913153632142857
23,"LAYING","tGravityAccstdZAverage",-0.976780462083333
23,"SITTING","tGravityAccstdZAverage",-0.923953600294118
23,"STANDING","tGravityAccstdZAverage",-0.947199734411765
23,"WALKING","tGravityAccstdZAverage",-0.932981341864407
23,"WALKING_DOWNSTAIRS","tGravityAccstdZAverage",-0.905888257592593
23,"WALKING_UPSTAIRS","tGravityAccstdZAverage",-0.902065910392157
24,"LAYING","tGravityAccstdZAverage",-0.979239668194444
24,"SITTING","tGravityAccstdZAverage",-0.963406795735294
24,"STANDING","tGravityAccstdZAverage",-0.94618494942029
24,"WALKING","tGravityAccstdZAverage",-0.962822966551724
24,"WALKING_DOWNSTAIRS","tGravityAccstdZAverage",-0.942207718727273
24,"WALKING_UPSTAIRS","tGravityAccstdZAverage",-0.934952938983051
25,"LAYING","tGravityAccstdZAverage",-0.610161166287671
25,"SITTING","tGravityAccstdZAverage",-0.969459982461538
25,"STANDING","tGravityAccstdZAverage",-0.967792578648649
25,"WALKING","tGravityAccstdZAverage",-0.944995731216216
25,"WALKING_DOWNSTAIRS","tGravityAccstdZAverage",-0.92619169637931
25,"WALKING_UPSTAIRS","tGravityAccstdZAverage",-0.882722399076923
26,"LAYING","tGravityAccstdZAverage",-0.984081708947368
26,"SITTING","tGravityAccstdZAverage",-0.944580863846154
26,"STANDING","tGravityAccstdZAverage",-0.964228470675676
26,"WALKING","tGravityAccstdZAverage",-0.966231561694915
26,"WALKING_DOWNSTAIRS","tGravityAccstdZAverage",-0.9330817682
26,"WALKING_UPSTAIRS","tGravityAccstdZAverage",-0.929636797636364
27,"LAYING","tGravityAccstdZAverage",-0.989056311351351
27,"SITTING","tGravityAccstdZAverage",-0.967268066
27,"STANDING","tGravityAccstdZAverage",-0.968169953625
27,"WALKING","tGravityAccstdZAverage",-0.956593490526316
27,"WALKING_DOWNSTAIRS","tGravityAccstdZAverage",-0.920921521590909
27,"WALKING_UPSTAIRS","tGravityAccstdZAverage",-0.926675381176471
28,"LAYING","tGravityAccstdZAverage",-0.97912466575
28,"SITTING","tGravityAccstdZAverage",-0.956087679583333
28,"STANDING","tGravityAccstdZAverage",-0.951782181518987
28,"WALKING","tGravityAccstdZAverage",-0.944225031851852
28,"WALKING_DOWNSTAIRS","tGravityAccstdZAverage",-0.91705975
28,"WALKING_UPSTAIRS","tGravityAccstdZAverage",-0.900514013333333
29,"LAYING","tGravityAccstdZAverage",-0.98577817826087
29,"SITTING","tGravityAccstdZAverage",-0.966032045333333
29,"STANDING","tGravityAccstdZAverage",-0.984464543538462
29,"WALKING","tGravityAccstdZAverage",-0.945981437169811
29,"WALKING_DOWNSTAIRS","tGravityAccstdZAverage",-0.869300904791667
29,"WALKING_UPSTAIRS","tGravityAccstdZAverage",-0.858849467142857
30,"LAYING","tGravityAccstdZAverage",-0.983274524857143
30,"SITTING","tGravityAccstdZAverage",-0.956635663064516
30,"STANDING","tGravityAccstdZAverage",-0.949207368305085
30,"WALKING","tGravityAccstdZAverage",-0.943958420615385
30,"WALKING_DOWNSTAIRS","tGravityAccstdZAverage",-0.87766706
30,"WALKING_UPSTAIRS","tGravityAccstdZAverage",-0.862402791230769
1,"LAYING","tBodyAccJerkmeanXAverage",0.0810865342
1,"SITTING","tBodyAccJerkmeanXAverage",0.0774825199574468
1,"STANDING","tBodyAccJerkmeanXAverage",0.0753766542264151
1,"WALKING","tBodyAccJerkmeanXAverage",0.0740416333157895
1,"WALKING_DOWNSTAIRS","tBodyAccJerkmeanXAverage",0.0541553164897959
1,"WALKING_UPSTAIRS","tBodyAccJerkmeanXAverage",0.101372729922642
2,"LAYING","tBodyAccJerkmeanXAverage",0.0825972511666667
2,"SITTING","tBodyAccJerkmeanXAverage",0.0722564387173913
2,"STANDING","tBodyAccJerkmeanXAverage",0.0747588597592593
2,"WALKING","tBodyAccJerkmeanXAverage",0.0618080696279661
2,"WALKING_DOWNSTAIRS","tBodyAccJerkmeanXAverage",0.110040615569574
2,"WALKING_UPSTAIRS","tBodyAccJerkmeanXAverage",0.0744507839572917
3,"LAYING","tBodyAccJerkmeanXAverage",0.0769811125806452
3,"SITTING","tBodyAccJerkmeanXAverage",0.0726098418653846
3,"STANDING","tBodyAccJerkmeanXAverage",0.0750900622277049
3,"WALKING","tBodyAccJerkmeanXAverage",0.0814745882660345
3,"WALKING_DOWNSTAIRS","tBodyAccJerkmeanXAverage",0.0725689294489796
3,"WALKING_UPSTAIRS","tBodyAccJerkmeanXAverage",0.0426880986186441
4,"LAYING","tBodyAccJerkmeanXAverage",0.0934494217777778
4,"SITTING","tBodyAccJerkmeanXAverage",0.0784500239
4,"STANDING","tBodyAccJerkmeanXAverage",0.0721328379857143
4,"WALKING","tBodyAccJerkmeanXAverage",0.0783529082183333
4,"WALKING_DOWNSTAIRS","tBodyAccJerkmeanXAverage",0.0971862748866667
4,"WALKING_UPSTAIRS","tBodyAccJerkmeanXAverage",0.0560971909634615
5,"LAYING","tBodyAccJerkmeanXAverage",0.0848164824230769
5,"SITTING","tBodyAccJerkmeanXAverage",0.0749577410909091
5,"STANDING","tBodyAccJerkmeanXAverage",0.0725189859107143
5,"WALKING","tBodyAccJerkmeanXAverage",0.0845888833571429
5,"WALKING_DOWNSTAIRS","tBodyAccJerkmeanXAverage",0.109650600459574
5,"WALKING_UPSTAIRS","tBodyAccJerkmeanXAverage",0.0795443483829787
6,"LAYING","tBodyAccJerkmeanXAverage",0.0963481955263158
6,"SITTING","tBodyAccJerkmeanXAverage",0.0754721635223636
6,"STANDING","tBodyAccJerkmeanXAverage",0.0730699604561404
6,"WALKING","tBodyAccJerkmeanXAverage",0.0699585876912281
6,"WALKING_DOWNSTAIRS","tBodyAccJerkmeanXAverage",0.103681343708333
6,"WALKING_UPSTAIRS","tBodyAccJerkmeanXAverage",0.07210675
7,"LAYING","tBodyAccJerkmeanXAverage",0.0968904018076923
7,"SITTING","tBodyAccJerkmeanXAverage",0.0668519793125
7,"STANDING","tBodyAccJerkmeanXAverage",0.0751915112830189
7,"WALKING","tBodyAccJerkmeanXAverage",0.0901462649192983
7,"WALKING_DOWNSTAIRS","tBodyAccJerkmeanXAverage",0.0968926184638298
7,"WALKING_UPSTAIRS","tBodyAccJerkmeanXAverage",0.0724649938509804
8,"LAYING","tBodyAccJerkmeanXAverage",0.0878326902592593
8,"SITTING","tBodyAccJerkmeanXAverage",0.0786713761086957
8,"STANDING","tBodyAccJerkmeanXAverage",0.0753739045185185
8,"WALKING","tBodyAccJerkmeanXAverage",0.0703393490833333
8,"WALKING_DOWNSTAIRS","tBodyAccJerkmeanXAverage",0.118938088342105
8,"WALKING_UPSTAIRS","tBodyAccJerkmeanXAverage",0.0813816809395122
9,"LAYING","tBodyAccJerkmeanXAverage",0.08807344764
9,"SITTING","tBodyAccJerkmeanXAverage",0.077005006374
9,"STANDING","tBodyAccJerkmeanXAverage",0.0760032053555556
9,"WALKING","tBodyAccJerkmeanXAverage",0.0704357270480769
9,"WALKING_DOWNSTAIRS","tBodyAccJerkmeanXAverage",0.130193043809524
9,"WALKING_UPSTAIRS","tBodyAccJerkmeanXAverage",0.0692266245755102
10,"LAYING","tBodyAccJerkmeanXAverage",0.073815064487931
10,"SITTING","tBodyAccJerkmeanXAverage",0.0775372505185185
10,"STANDING","tBodyAccJerkmeanXAverage",0.0809784390227273
10,"WALKING","tBodyAccJerkmeanXAverage",0.0857943809283019
10,"WALKING_DOWNSTAIRS","tBodyAccJerkmeanXAverage",0.100959387447368
10,"WALKING_UPSTAIRS","tBodyAccJerkmeanXAverage",0.0648829303510638
11,"LAYING","tBodyAccJerkmeanXAverage",0.0766645337017544
11,"SITTING","tBodyAccJerkmeanXAverage",0.0761777324716981
11,"STANDING","tBodyAccJerkmeanXAverage",0.0760097721914894
11,"WALKING","tBodyAccJerkmeanXAverage",0.0829709328491525
11,"WALKING_DOWNSTAIRS","tBodyAccJerkmeanXAverage",0.0897168657173913
11,"WALKING_UPSTAIRS","tBodyAccJerkmeanXAverage",0.0968561683092593
12,"LAYING","tBodyAccJerkmeanXAverage",0.0854295393833333
12,"SITTING","tBodyAccJerkmeanXAverage",0.0771277656078431
12,"STANDING","tBodyAccJerkmeanXAverage",0.0744631761967213
12,"WALKING","tBodyAccJerkmeanXAverage",0.045764401482
12,"WALKING_DOWNSTAIRS","tBodyAccJerkmeanXAverage",0.0621500251717391
12,"WALKING_UPSTAIRS","tBodyAccJerkmeanXAverage",0.0728660813846154
13,"LAYING","tBodyAccJerkmeanXAverage",0.0767774832096774
13,"SITTING","tBodyAccJerkmeanXAverage",0.0752865881142857
13,"STANDING","tBodyAccJerkmeanXAverage",0.0758630962280702
13,"WALKING","tBodyAccJerkmeanXAverage",0.0809590227198246
13,"WALKING_DOWNSTAIRS","tBodyAccJerkmeanXAverage",0.101704538333298
13,"WALKING_UPSTAIRS","tBodyAccJerkmeanXAverage",0.0692442067545455
14,"LAYING","tBodyAccJerkmeanXAverage",0.098140384845098
14,"SITTING","tBodyAccJerkmeanXAverage",0.0741878844074074
14,"STANDING","tBodyAccJerkmeanXAverage",0.0737933748485
14,"WALKING","tBodyAccJerkmeanXAverage",0.0720877913452542
14,"WALKING_DOWNSTAIRS","tBodyAccJerkmeanXAverage",0.0428631626711111
14,"WALKING_UPSTAIRS","tBodyAccJerkmeanXAverage",0.0803303022222222
15,"LAYING","tBodyAccJerkmeanXAverage",0.0767515438611111
15,"SITTING","tBodyAccJerkmeanXAverage",0.0784792788644068
15,"STANDING","tBodyAccJerkmeanXAverage",0.0752280703207547
15,"WALKING","tBodyAccJerkmeanXAverage",0.0897770721666667
15,"WALKING_DOWNSTAIRS","tBodyAccJerkmeanXAverage",0.0711457160166667
15,"WALKING_UPSTAIRS","tBodyAccJerkmeanXAverage",0.07297243298125
16,"LAYING","tBodyAccJerkmeanXAverage",0.0783960268571429
16,"SITTING","tBodyAccJerkmeanXAverage",0.0734346720289855
16,"STANDING","tBodyAccJerkmeanXAverage",0.0736438905641026
16,"WALKING","tBodyAccJerkmeanXAverage",0.0770223771764706
16,"WALKING_DOWNSTAIRS","tBodyAccJerkmeanXAverage",0.0907857064255319
16,"WALKING_UPSTAIRS","tBodyAccJerkmeanXAverage",0.0762526677
17,"LAYING","tBodyAccJerkmeanXAverage",0.077908974656338
17,"SITTING","tBodyAccJerkmeanXAverage",0.075070986171875
17,"STANDING","tBodyAccJerkmeanXAverage",0.0740864955641026
17,"WALKING","tBodyAccJerkmeanXAverage",0.0773188580032787
17,"WALKING_DOWNSTAIRS","tBodyAccJerkmeanXAverage",0.118250858006522
17,"WALKING_UPSTAIRS","tBodyAccJerkmeanXAverage",0.07680441704375
18,"LAYING","tBodyAccJerkmeanXAverage",0.0749985010769231
18,"SITTING","tBodyAccJerkmeanXAverage",0.076622889
18,"STANDING","tBodyAccJerkmeanXAverage",0.0753539482328767
18,"WALKING","tBodyAccJerkmeanXAverage",0.0767524278392857
18,"WALKING_DOWNSTAIRS","tBodyAccJerkmeanXAverage",0.0809044045254545
18,"WALKING_UPSTAIRS","tBodyAccJerkmeanXAverage",0.0812402028517241
19,"LAYING","tBodyAccJerkmeanXAverage",0.0772317998650602
19,"SITTING","tBodyAccJerkmeanXAverage",0.0753747129191781
19,"STANDING","tBodyAccJerkmeanXAverage",0.0754120366712329
19,"WALKING","tBodyAccJerkmeanXAverage",0.0822246284461538
19,"WALKING_DOWNSTAIRS","tBodyAccJerkmeanXAverage",0.0730930306923077
19,"WALKING_UPSTAIRS","tBodyAccJerkmeanXAverage",0.08315450836225
20,"LAYING","tBodyAccJerkmeanXAverage",0.0892716006470588
20,"SITTING","tBodyAccJerkmeanXAverage",0.0746568393030303
20,"STANDING","tBodyAccJerkmeanXAverage",0.0763556159315068
20,"WALKING","tBodyAccJerkmeanXAverage",0.0841234323137255
20,"WALKING_DOWNSTAIRS","tBodyAccJerkmeanXAverage",0.0695031058
20,"WALKING_UPSTAIRS","tBodyAccJerkmeanXAverage",0.0836451256901961
21,"LAYING","tBodyAccJerkmeanXAverage",0.0820150201077778
21,"SITTING","tBodyAccJerkmeanXAverage",0.0757109789882353
21,"STANDING","tBodyAccJerkmeanXAverage",0.0754543858764045
21,"WALKING","tBodyAccJerkmeanXAverage",0.0782251820211538
21,"WALKING_DOWNSTAIRS","tBodyAccJerkmeanXAverage",0.0901452883333333
21,"WALKING_UPSTAIRS","tBodyAccJerkmeanXAverage",0.104034223065957
22,"LAYING","tBodyAccJerkmeanXAverage",0.0752202242222222
22,"SITTING","tBodyAccJerkmeanXAverage",0.0807687311935484
22,"STANDING","tBodyAccJerkmeanXAverage",0.0752322891746032
22,"WALKING","tBodyAccJerkmeanXAverage",0.0627777634002174
22,"WALKING_DOWNSTAIRS","tBodyAccJerkmeanXAverage",0.101584640833333
22,"WALKING_UPSTAIRS","tBodyAccJerkmeanXAverage",0.0877172239047619
23,"LAYING","tBodyAccJerkmeanXAverage",0.0831787608333333
23,"SITTING","tBodyAccJerkmeanXAverage",0.0770022352205882
23,"STANDING","tBodyAccJerkmeanXAverage",0.0750206478676471
23,"WALKING","tBodyAccJerkmeanXAverage",0.0987319085964407
23,"WALKING_DOWNSTAIRS","tBodyAccJerkmeanXAverage",0.0578010605648148
23,"WALKING_UPSTAIRS","tBodyAccJerkmeanXAverage",0.0723649984647059
24,"LAYING","tBodyAccJerkmeanXAverage",0.08072123275
24,"SITTING","tBodyAccJerkmeanXAverage",0.0763318528529412
24,"STANDING","tBodyAccJerkmeanXAverage",0.0746177416521739
24,"WALKING","tBodyAccJerkmeanXAverage",0.0731938975362069
24,"WALKING_DOWNSTAIRS","tBodyAccJerkmeanXAverage",0.0802619828545455
24,"WALKING_UPSTAIRS","tBodyAccJerkmeanXAverage",0.0862310100338983
25,"LAYING","tBodyAccJerkmeanXAverage",0.0879071687671233
25,"SITTING","tBodyAccJerkmeanXAverage",0.0752087009912308
25,"STANDING","tBodyAccJerkmeanXAverage",0.0752337295675676
25,"WALKING","tBodyAccJerkmeanXAverage",0.0721720712281081
25,"WALKING_DOWNSTAIRS","tBodyAccJerkmeanXAverage",0.110656929396552
25,"WALKING_UPSTAIRS","tBodyAccJerkmeanXAverage",0.0740041435707692
26,"LAYING","tBodyAccJerkmeanXAverage",0.0866502529210526
26,"SITTING","tBodyAccJerkmeanXAverage",0.0764443226333333
26,"STANDING","tBodyAccJerkmeanXAverage",0.0753578207972973
26,"WALKING","tBodyAccJerkmeanXAverage",0.0652303740728813
26,"WALKING_DOWNSTAIRS","tBodyAccJerkmeanXAverage",0.111470787918
26,"WALKING_UPSTAIRS","tBodyAccJerkmeanXAverage",0.0755645318545455
27,"LAYING","tBodyAccJerkmeanXAverage",0.0766268551324324
27,"SITTING","tBodyAccJerkmeanXAverage",0.0779038963571429
27,"STANDING","tBodyAccJerkmeanXAverage",0.074969980825
27,"WALKING","tBodyAccJerkmeanXAverage",0.0684331971807018
27,"WALKING_DOWNSTAIRS","tBodyAccJerkmeanXAverage",0.0936273220295455
27,"WALKING_UPSTAIRS","tBodyAccJerkmeanXAverage",0.0734763532039216
28,"LAYING","tBodyAccJerkmeanXAverage",0.0780770644
28,"SITTING","tBodyAccJerkmeanXAverage",0.0768671621527778
28,"STANDING","tBodyAccJerkmeanXAverage",0.0753131601898734
28,"WALKING","tBodyAccJerkmeanXAverage",0.0931122231851852
28,"WALKING_DOWNSTAIRS","tBodyAccJerkmeanXAverage",0.0972653457891304
28,"WALKING_UPSTAIRS","tBodyAccJerkmeanXAverage",0.0706831871117647
29,"LAYING","tBodyAccJerkmeanXAverage",0.0718861195971014
29,"SITTING","tBodyAccJerkmeanXAverage",0.0745438102516667
29,"STANDING","tBodyAccJerkmeanXAverage",0.0753052530307692
29,"WALKING","tBodyAccJerkmeanXAverage",0.0853743348528302
29,"WALKING_DOWNSTAIRS","tBodyAccJerkmeanXAverage",0.0636871965479167
29,"WALKING_UPSTAIRS","tBodyAccJerkmeanXAverage",0.106345193353878
30,"LAYING","tBodyAccJerkmeanXAverage",0.0752196666428571
30,"SITTING","tBodyAccJerkmeanXAverage",0.0760057731790323
30,"STANDING","tBodyAccJerkmeanXAverage",0.0752414472033898
30,"WALKING","tBodyAccJerkmeanXAverage",0.0688689970184615
30,"WALKING_DOWNSTAIRS","tBodyAccJerkmeanXAverage",0.0883933037048387
30,"WALKING_UPSTAIRS","tBodyAccJerkmeanXAverage",0.0579840372876923
1,"LAYING","tBodyAccJerkmeanYAverage",0.0038382040088
1,"SITTING","tBodyAccJerkmeanYAverage",-0.000619102785106384
1,"STANDING","tBodyAccJerkmeanYAverage",0.00797573092830189
1,"WALKING","tBodyAccJerkmeanYAverage",0.0282721095884211
1,"WALKING_DOWNSTAIRS","tBodyAccJerkmeanYAverage",0.0296504490408163
1,"WALKING_UPSTAIRS","tBodyAccJerkmeanYAverage",0.0194863076188679
2,"LAYING","tBodyAccJerkmeanYAverage",0.012254788451875
2,"SITTING","tBodyAccJerkmeanYAverage",0.0116954511323913
2,"STANDING","tBodyAccJerkmeanYAverage",0.0103291774794444
2,"WALKING","tBodyAccJerkmeanYAverage",0.0182492679288136
2,"WALKING_DOWNSTAIRS","tBodyAccJerkmeanYAverage",-0.00327959081489362
2,"WALKING_UPSTAIRS","tBodyAccJerkmeanYAverage",-0.00970985514333333
3,"LAYING","tBodyAccJerkmeanYAverage",0.0138041011306452
3,"SITTING","tBodyAccJerkmeanYAverage",0.00272529134230769
